Detailed Statistics Departures  
Origin Airport: Houston, TX: George Bush Intercontinental/Houston (IAH)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
"B6","04/05/2022","0932","N3062J","BOS","33"
"B6","04/05/2022","1882","N284JB","JFK","824"
"B6","04/06/2022","0932","N579JB","BOS","5"
"B6","04/06/2022","1882","N298JB","JFK","63"
"B6","04/07/2022","0932","N521JB","BOS","124"
"B6","04/07/2022","1882","N193JB","JFK","63"
"B6","04/08/2022","0932","N621JB","BOS","14"
"B6","04/08/2022","1882","N187JB","JFK","0"
"B6","04/09/2022","0932","N579JB","BOS","-2"
"B6","04/09/2022","1882","N192JB","JFK","0"
"B6","04/10/2022","0932","N187JB","BOS","-14"
"B6","04/10/2022","1882","N192JB","JFK","110"
"B6","04/11/2022","0932","N3058J","BOS","7"
"B6","04/11/2022","1882","N351JB","JFK","50"
"B6","04/12/2022","0932","N3077J","BOS","0"
"B6","04/12/2022","1882","N309JB","JFK","146"
"B6","04/13/2022","0932","N646JB","BOS","7"
"B6","04/13/2022","1882","N183JB","JFK","0"
"B6","04/14/2022","0932","N961JT","BOS","46"
"B6","04/14/2022","1882","N258JB","JFK","0"
"B6","04/15/2022","0932","N3008J","BOS","32"
"B6","04/15/2022","1882","N236JB","JFK","0"
"B6","04/16/2022","0932","N3023J","BOS","582"
"B6","04/16/2022","1882","N355JB","JFK","79"
"B6","04/17/2022","0932","N228JB","BOS","20"
"B6","04/17/2022","1882","N316JB","JFK","-14"
"B6","04/18/2022","0932","N3044J","BOS","1"
"B6","04/18/2022","1882","N203JB","JFK","0"
"B6","04/19/2022","1882","N950JT","JFK","68"
"B6","04/20/2022","0932","N3058J","BOS","-2"
"B6","04/20/2022","1882","N316JB","JFK","-9"
"B6","04/21/2022","0932","N562JB","BOS","0"
"B6","04/21/2022","1882","N239JB","JFK","2"
"B6","04/22/2022","0932","N3058J","BOS","21"
"B6","04/22/2022","1882","N354JB","JFK","-2"
"B6","04/23/2022","0932","N3077J","BOS","-8"
"B6","04/23/2022","1882","N258JB","JFK","0"
"B6","04/24/2022","0932","N375JB","BOS","0"
"B6","04/24/2022","1882","N955JB","JFK","74"
"B6","04/25/2022","0932","N590JB","BOS","0"
"B6","04/25/2022","1882","N187JB","JFK","53"
"B6","04/26/2022","0932","N3023J","BOS","0"
"B6","04/26/2022","1882","N283JB","JFK","57"
"B6","04/27/2022","0932","N590JB","BOS","0"
"B6","04/27/2022","1882","N373JB","JFK","-6"
"B6","04/28/2022","0932","N3062J","BOS","0"
"B6","04/28/2022","1882","N197JB","JFK","4"
"B6","04/29/2022","0932","N3085J","BOS","-8"
"B6","04/29/2022","1882","N190JB","JFK","45"
"B6","04/30/2022","0932","N3058J","BOS","28"
"B6","04/30/2022","1882","N298JB","JFK","-5"
"B6","05/01/2022","0932","N351JB","BOS","5"
"B6","05/01/2022","1882","N265JB","JFK","-3"
"B6","05/02/2022","0932","N3044J","BOS","1"
"B6","05/02/2022","1882","N265JB","JFK","-2"
"B6","05/03/2022","0932","N3062J","BOS","-4"
"B6","05/03/2022","1882","N351JB","JFK","5"
"B6","05/04/2022","0932","N3085J","BOS","0"
"B6","05/04/2022","1882","N562JB","JFK","22"
"B6","05/05/2022","0932","N3058J","BOS","-3"
"B6","05/05/2022","1882","N534JB","JFK","-7"
"B6","05/06/2022","0932","N3104J","BOS","4"
"B6","05/06/2022","1882","N534JB","JFK","29"
"B6","05/07/2022","0932","N3058J","BOS","-9"
"B6","05/07/2022","1882","N589JB","JFK","43"
"B6","05/08/2022","0932","N3065J","BOS","292"
"B6","05/08/2022","1882","N558JB","JFK","14"
"B6","05/09/2022","0932","N3023J","BOS","38"
"B6","05/09/2022","1882","N656JB","JFK","-6"
"B6","05/10/2022","0932","N3065J","BOS","-12"
"B6","05/10/2022","1882","N615JB","JFK","0"
"B6","05/11/2022","0932","N3104J","BOS","-7"
"B6","05/11/2022","1882","N558JB","JFK","0"
"B6","05/12/2022","0932","N3062J","BOS","33"
"B6","05/12/2022","1882","N804JB","JFK","5"
"B6","05/13/2022","0932","N3044J","BOS","-3"
"B6","05/13/2022","1882","N665JB","JFK","30"
"B6","05/14/2022","0932","N3077J","BOS","-5"
"B6","05/14/2022","1882","N580JB","JFK","56"
"B6","05/15/2022","0932","N3085J","BOS","-8"
"B6","05/15/2022","1882","N559JB","JFK","16"
"B6","05/16/2022","0932","N503JB","BOS","90"
"B6","05/16/2022","1882","N566JB","JFK","13"
"B6","05/17/2022","0932","N504JB","BOS","-1"
"B6","05/17/2022","1882","N766JB","JFK","69"
"B6","05/18/2022","0932","N505JB","BOS","62"
"B6","05/18/2022","1882","N566JB","JFK","28"
"B6","05/19/2022","0932","N3065J","BOS","56"
"B6","05/19/2022","1882","N706JB","JFK","46"
"B6","05/20/2022","0932","N503JB","BOS","-1"
"B6","05/20/2022","1882","N806JB","JFK","0"
"B6","05/21/2022","0932","N3065J","BOS","17"
"B6","05/21/2022","1882","N569JB","JFK","137"
"B6","05/22/2022","0932","N3062J","BOS","84"
"B6","05/22/2022","1882","N655JB","JFK","48"
"B6","05/23/2022","0932","N3102J","BOS","16"
"B6","05/23/2022","1882","N658JB","JFK","12"
"B6","05/24/2022","0932","N3058J","BOS","8"
"B6","05/24/2022","1882","N661JB","JFK","24"
"B6","05/25/2022","0932","N3044J","BOS","2"
"B6","05/25/2022","1882","N613JB","JFK","63"
"B6","05/26/2022","0932","N3065J","BOS","-2"
"B6","05/26/2022","1882","N635JB","JFK","10"
"B6","05/27/2022","0932","N3085J","BOS","-5"
"B6","05/27/2022","1882","N590JB","JFK","72"
"B6","05/28/2022","0932","N3023J","BOS","-4"
"B6","05/28/2022","1882","N661JB","JFK","5"
"B6","05/29/2022","0932","N3008J","BOS","-9"
"B6","05/29/2022","1882","N527JL","JFK","13"
"B6","05/30/2022","0932","N3077J","BOS","-10"
"B6","05/30/2022","1882","N559JB","JFK","32"
"B6","05/31/2022","0932","N3102J","BOS","1"
"B6","05/31/2022","1882","N606JB","JFK","-4"
"B6","06/01/2022","0932","N3062J","BOS","-11"
"B6","06/01/2022","1882","N612JB","JFK","137"
"B6","06/02/2022","0932","N3104J","BOS","-1"
"B6","06/02/2022","1882","N648JB","JFK","105"
"B6","06/03/2022","0932","N3008J","BOS","50"
"B6","06/03/2022","1882","N649JB","JFK","39"
"B6","06/04/2022","0932","N3058J","BOS","-1"
"B6","06/04/2022","1882","N565JB","JFK","-8"
"B6","06/05/2022","0932","N3102J","BOS","-5"
"B6","06/05/2022","1882","N775JB","JFK","30"
"B6","06/06/2022","0932","N3077J","BOS","9"
"B6","06/06/2022","1882","N658JB","JFK","-5"
"B6","06/07/2022","0932","N3008J","BOS","46"
"B6","06/07/2022","1882","N834JB","JFK","56"
"B6","06/08/2022","0932","N3062J","BOS","57"
"B6","06/08/2022","1882","N593JB","JFK","51"
"B6","06/09/2022","0932","N3062J","BOS","33"
"B6","06/09/2022","1882","N547JB","JFK","-2"
"B6","06/10/2022","0932","N3008J","BOS","3"
"B6","06/10/2022","1882","N763JB","JFK","4"
"B6","06/11/2022","0932","N3065J","BOS","18"
"B6","06/11/2022","1882","N794JB","JFK","20"
