YEAR,QUARTER,MONTH,FL_DATE,TAIL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_NM,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DIV_DISTANCE,,
1,1,2,40,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,20,32,32,10,31,1,1,1,5,2,6,2,8,1
1,1,2,56,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,16,32,38,13,37,1,1,1,8,2,7,2,7,1
1,1,2,41,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,16,30,30,21,26,1,1,1,7,2,7,2,4,1
1,3,9,121,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,26,81,88,15,63,2,2,2,14,4,26,2,15,2
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1,1,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,7,8,4,8,1,1,1,3,2,3,2,3,1
1,1,2,39,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,19,31,25,16,30,1,1,1,5,5,6,2,9,1
1,2,4,68,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,24,42,44,12,43,2,3,2,8,2,9,2,9,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,30,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,22,24,12,24,2,2,1,3,3,4,2,5,1
1,2,3,21,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,18,19,13,19,1,1,1,6,2,5,2,5,1
1,1,2,30,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,14,25,26,13,25,2,3,1,6,5,5,3,9,1
1,3,7,135,73,1,1,1,1,1,1,1,1,2,1,1,1,1,1,44,27,60,73,17,61,1,1,2,10,6,19,2,17,2
1,2,2,19,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,14,15,7,15,1,1,1,2,2,2,2,2,1
1,2,4,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,9,12,14,8,12,1,1,1,3,2,3,2,4,1
1,1,2,21,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,11,18,19,11,19,1,1,1,5,2,5,2,6,1
1,1,1,22,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,10,15,17,10,18,1,1,1,4,2,2,2,4,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
1,1,2,26,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,14,20,12,18,1,1,1,1,1,1,1,1,1
1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,8,8,5,8,1,1,1,4,3,4,2,4,1
1,1,2,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,7,7,6,8,1,1,1,2,2,2,2,2,1
1,2,2,13,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,10,13,7,13,1,1,1,3,2,3,2,3,1
1,4,12,292,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,22,98,103,19,77,2,3,1,26,5,20,2,20,1
1,2,4,91,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,23,69,72,11,46,2,2,1,7,2,7,2,11,1
1,1,1,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,7,9,1,1,1,2,3,8,2,7,1
1,2,4,109,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,22,86,78,27,75,2,3,1,28,4,24,3,18,1
1,4,12,358,123,1,1,1,1,1,1,1,1,2,1,1,1,1,1,80,25,167,181,37,91,2,3,2,28,7,28,2,15,2
1,1,2,55,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,18,43,44,14,34,2,2,1,10,3,8,2,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,12,353,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,27,153,170,31,81,2,3,1,25,5,22,2,19,1
1,2,2,29,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,11,17,22,12,23,2,2,1,4,2,5,2,2,1
1,2,4,116,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,14,76,77,21,68,1,1,1,22,6,18,2,26,1
1,4,12,304,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,35,170,187,19,102,2,3,1,35,6,31,2,28,1
1,1,2,34,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,17,32,32,16,30,2,2,1,3,16,23,2,7,1
1,4,12,335,110,1,1,1,1,1,1,1,2,2,2,2,2,2,2,95,25,180,192,23,109,2,3,1,41,3,27,2,30,1
1,4,12,360,88,1,1,1,1,1,1,1,1,2,1,1,1,1,1,62,30,164,179,30,80,2,3,1,19,3,25,2,14,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,4,12,353,114,1,1,1,1,1,1,1,1,2,1,1,1,1,1,87,26,188,208,35,114,2,3,1,31,6,39,3,33,1
1,2,6,135,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,28,79,88,13,56,2,3,1,8,9,18,2,7,1
1,3,8,232,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,30,71,69,14,65,2,2,1,15,6,17,2,12,1
1,1,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,6,5,6,1,1,1,3,2,3,2,3,1
1,2,4,118,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,16,51,54,14,44,2,3,2,11,2,8,2,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,12,364,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,28,126,138,24,78,2,4,1,20,6,16,2,5,1
1,1,2,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,8,8,7,8,1,1,1,4,4,5,2,3,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,3,7,191,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,29,118,128,32,92,2,2,1,13,23,30,2,9,1
1,2,6,110,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,18,76,71,22,51,2,3,1,13,2,15,2,11,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,2,30,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,9,21,20,17,22,1,1,1,10,2,9,2,4,1
1,4,12,364,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93,33,166,173,34,119,2,3,2,20,11,36,3,34,2
1,4,12,357,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,27,171,181,39,95,2,4,2,23,9,33,2,27,2
1,1,2,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,8,4,8,1,1,1,2,2,2,2,2,1
1,1,2,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,7,2,3,2,3,4,6,2,3,2
1,2,5,129,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,26,70,76,16,66,2,3,1,15,4,20,2,11,1
1,1,2,61,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,14,34,44,10,39,2,3,1,8,3,8,2,3,1
1,1,2,55,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,17,43,45,10,37,2,2,1,10,3,13,2,8,1
1,4,12,363,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86,26,187,207,39,105,2,3,1,37,3,34,2,28,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,12,346,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,20,134,144,45,81,2,3,1,24,3,24,2,6,1
1,2,3,36,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,21,31,31,17,30,2,3,1,9,9,25,2,8,1
1,4,12,356,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88,33,203,224,48,121,2,3,2,28,29,59,2,24,2
1,3,9,247,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,16,50,65,22,62,2,2,1,11,5,16,2,2,1
1,4,10,249,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,27,134,130,41,86,2,4,2,18,14,30,3,15,2
1,3,7,203,87,1,1,1,1,1,1,1,1,2,1,1,1,1,1,73,17,81,88,30,86,2,3,1,19,2,17,3,17,1
1,4,12,305,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,26,174,181,40,98,2,3,1,26,6,29,3,28,1
1,1,3,87,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,21,67,70,21,64,2,2,1,16,6,23,2,10,1
1,1,2,28,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,18,18,14,22,1,1,1,4,2,7,2,2,1
1,4,12,334,94,1,1,1,1,1,1,1,1,2,1,1,1,1,1,89,25,184,205,36,102,2,3,1,28,17,36,3,27,1
1,2,4,91,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,17,55,55,13,47,2,2,1,12,3,10,3,13,1
1,2,4,115,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,29,54,61,24,54,2,2,1,12,2,19,2,13,1
1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,7,7,8,2,2,1,2,2,2,2,2,1
1,2,2,33,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,28,28,10,27,1,1,1,7,3,2,2,2,1
1,1,2,28,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,15,21,23,12,25,2,2,1,3,2,2,2,6,1
1,1,1,24,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,19,21,21,9,18,1,1,1,4,3,3,2,3,1
1,1,2,26,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,20,21,11,18,1,1,1,3,3,2,2,3,1
1,1,2,29,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,16,24,13,24,1,1,1,3,2,2,2,2,1
1,1,1,24,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,15,17,18,9,18,1,1,1,1,1,1,1,1,1
1,1,2,55,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,42,44,11,35,1,1,1,5,2,2,2,2,1
1,1,2,35,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,18,26,27,12,23,1,1,1,4,2,2,2,3,1
1,1,2,27,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,18,15,22,12,23,1,1,1,2,2,2,2,2,1
1,2,3,52,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,22,41,47,12,35,1,1,1,6,2,2,2,7,1
1,2,2,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,15,14,7,13,1,1,1,5,2,2,2,3,1
1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,1,3,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,63,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,23,46,54,20,47,2,2,1,16,7,2,2,2,1
1,3,9,248,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,31,80,94,23,74,1,1,1,28,5,5,3,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,3,1,3,2,2,2,2,1
1,2,6,128,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,25,56,62,18,62,2,3,2,13,8,2,3,2,2
1,2,3,59,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,21,34,40,12,39,1,1,1,7,5,3,2,2,1
1,2,3,33,20,1,1,1,1,1,1,1,2,2,2,2,2,2,2,16,13,24,24,12,28,1,1,1,3,5,2,2,2,1
1,2,4,92,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,20,40,48,10,42,1,1,1,9,5,3,3,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,1,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,15,4,14,1,1,1,4,2,2,2,2,1
1,3,4,41,28,1,1,1,1,1,1,1,2,2,2,2,2,2,2,20,19,24,31,6,27,1,1,1,7,3,2,2,2,1
1,1,2,27,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,15,20,19,11,23,2,2,1,4,2,2,2,3,1
1,2,5,86,64,1,1,1,1,1,1,1,3,3,3,3,3,3,3,30,29,54,56,12,46,2,3,1,8,2,2,2,9,1
1,1,2,28,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,17,21,21,17,22,1,1,1,9,2,2,2,3,1
1,1,1,16,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,15,16,5,14,1,1,1,6,2,2,2,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,1,2,35,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,18,25,26,13,26,1,1,1,4,2,3,2,6,1
1,1,1,16,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,15,12,7,14,1,1,1,4,2,2,2,2,1
1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,5,5,5,1,1,1,1,1,1,1,1,1
1,1,3,85,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,31,52,53,28,62,2,3,2,28,3,5,2,3,3
1,1,2,32,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,20,27,25,6,27,2,3,1,7,2,2,2,4,1
1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,2,4,1,1,1,2,2,2,2,2,1
1,1,2,35,32,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,17,30,26,9,29,2,2,1,10,2,2,2,4,1
1,1,1,17,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,17,15,5,16,1,1,1,8,3,2,2,3,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,1,1,23,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,15,14,16,5,16,1,1,1,2,2,2,2,2,1
1,2,3,29,15,1,1,1,1,1,1,1,2,2,2,2,2,2,2,18,18,22,23,10,22,2,2,1,6,2,2,2,4,1
1,1,2,28,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,16,21,22,8,21,2,3,2,5,2,4,2,3,2
1,2,2,36,31,1,1,1,1,1,1,1,2,2,2,2,2,2,2,15,13,22,24,5,19,1,1,1,2,2,2,2,2,1
1,1,2,28,26,1,1,1,1,1,1,1,2,2,2,2,2,2,2,16,15,19,20,6,18,1,1,1,3,2,2,2,2,1
1,2,2,30,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,13,18,21,4,24,1,1,1,4,2,2,2,4,1
1,2,2,30,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,16,18,21,5,20,1,1,1,2,2,2,2,2,1
1,2,3,26,22,1,1,1,1,1,1,1,2,2,2,2,2,2,2,14,17,18,19,6,17,1,1,1,4,2,2,2,3,1
1,1,1,21,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,17,16,5,17,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,2,2,30,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,20,20,9,17,1,1,1,2,2,2,2,2,1
1,2,2,30,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,14,20,21,8,21,1,1,1,3,3,2,2,3,1
1,2,5,117,68,1,1,1,1,1,1,1,2,2,2,2,2,2,2,39,26,70,71,8,54,1,1,1,14,4,2,2,8,1
1,2,2,30,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,20,21,10,20,1,1,1,5,2,2,2,2,1
1,2,2,30,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,15,21,18,6,16,1,1,1,2,2,2,2,2,1
1,3,7,182,75,1,1,1,1,1,1,1,4,4,4,4,4,4,4,38,36,74,98,15,61,1,1,1,17,2,3,2,10,1
1,2,2,32,29,1,1,1,1,1,1,1,2,2,2,2,2,2,2,20,14,20,22,6,19,1,1,1,5,2,2,2,3,1
1,2,3,60,48,1,1,1,1,1,1,1,2,2,2,2,2,2,2,25,19,41,45,9,32,1,1,1,5,3,2,2,5,1
1,1,3,46,30,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,24,30,35,9,30,1,1,2,4,3,2,2,7,2
1,1,1,21,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,18,14,11,17,2,3,1,4,2,2,2,3,1
1,2,3,34,27,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,15,25,26,10,26,1,1,2,2,3,2,2,7,2
1,2,2,41,33,1,1,1,1,1,1,1,2,2,2,2,2,1,1,18,23,33,33,5,31,1,1,1,9,2,2,2,2,1
1,3,6,99,75,1,1,1,1,1,1,1,2,2,2,2,2,2,2,37,33,63,60,12,51,1,1,2,13,5,2,2,5,2
1,2,4,92,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,22,41,45,8,43,1,1,1,10,3,2,2,6,1
1,2,4,94,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,18,43,44,9,47,1,1,1,11,4,2,2,11,1
1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,1,1,1,2,2,2,2,2,1
1,3,5,40,30,1,1,1,1,1,1,1,3,3,3,3,3,3,3,25,20,28,33,11,27,2,2,1,4,3,2,2,7,1
1,2,4,62,41,1,1,1,1,1,1,1,3,3,3,3,3,3,3,31,24,49,48,9,40,2,2,2,9,4,2,2,6,2
1,3,4,47,40,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,18,34,35,11,33,2,2,1,9,3,3,2,2,1
1,4,8,153,92,1,1,1,1,1,1,1,3,3,3,3,3,3,3,41,30,90,101,23,55,1,1,2,18,3,2,2,4,2
1,3,6,96,55,1,1,1,1,1,1,1,4,4,4,4,4,4,4,28,24,59,70,14,50,2,2,1,15,2,2,2,7,1
1,3,6,93,56,1,1,1,1,1,1,1,4,4,4,4,4,3,3,32,26,66,75,9,49,1,1,1,12,2,2,2,10,1
1,2,3,19,15,1,1,1,1,1,1,1,2,2,2,2,2,2,2,15,13,16,18,5,18,1,1,1,6,2,2,2,4,1
1,2,4,94,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,24,31,41,14,40,1,1,1,3,2,2,2,2,1
1,2,3,55,34,1,1,1,1,1,1,1,3,3,3,3,3,3,3,31,19,46,51,17,47,2,2,1,15,2,8,2,4,1
1,2,3,43,32,1,1,1,1,1,1,1,3,3,3,3,3,3,3,26,22,35,37,14,35,2,2,1,9,2,2,2,6,1
1,3,7,135,92,1,1,1,1,1,1,1,2,2,2,2,2,2,2,40,36,61,74,13,56,1,1,1,20,4,2,2,10,1
1,3,7,148,62,1,1,1,1,1,1,1,6,6,6,6,6,5,5,41,30,89,104,16,55,2,2,2,14,6,2,2,6,2
1,2,5,70,49,1,1,1,1,1,1,1,3,3,3,3,3,3,3,25,25,51,54,9,42,1,1,1,8,2,2,2,6,1
1,4,7,130,33,1,1,1,1,1,1,1,2,2,2,2,2,2,2,45,30,57,66,18,63,2,2,2,12,6,3,2,10,2
1,1,3,18,17,1,1,1,1,1,1,1,2,2,2,2,2,2,2,14,10,13,15,7,13,1,1,1,2,2,2,2,2,1
1,2,3,52,35,1,1,1,1,1,1,1,3,3,3,3,3,3,3,22,22,37,41,12,32,1,1,1,10,2,2,2,3,1
1,3,7,136,77,1,1,1,1,1,1,1,3,3,3,3,3,3,3,52,33,83,76,8,62,2,2,2,18,3,2,2,15,2
1,1,1,24,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,16,16,19,6,19,1,1,1,4,2,2,2,3,1
1,4,9,142,94,1,1,1,1,1,1,1,4,4,4,4,4,3,3,43,29,85,79,13,58,2,2,1,17,6,4,2,5,1
1,1,2,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,12,13,12,5,13,1,1,1,4,2,2,2,3,1
1,3,8,165,110,1,1,1,1,1,1,1,4,4,4,4,4,4,4,53,27,99,110,21,69,2,2,2,18,4,4,2,13,2
1,3,6,60,49,1,1,1,1,1,1,1,3,3,3,3,3,3,3,29,26,46,49,9,43,2,2,1,8,2,2,2,4,1
1,2,4,100,56,1,1,1,1,1,1,1,4,4,4,4,4,4,4,36,29,67,72,19,51,2,3,1,17,4,2,2,6,1
1,4,8,138,83,1,1,1,1,1,1,1,3,3,3,3,3,3,3,39,28,82,95,14,56,2,2,2,13,2,2,2,8,2
1,3,4,82,62,1,1,1,1,1,1,1,2,2,2,2,2,2,2,26,21,48,53,11,44,1,1,1,7,3,2,2,5,1
1,2,4,50,27,1,1,1,1,1,1,1,3,3,3,3,3,3,3,31,22,38,40,8,37,2,4,1,8,2,3,2,7,1
1,3,5,62,49,1,1,1,1,1,1,1,3,3,3,3,3,2,2,20,28,52,53,7,36,1,1,1,7,2,2,2,4,1
1,1,1,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,8,7,7,1,1,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1
1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,5,1,1,1,2,2,2,2,2,1
1,3,4,42,32,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,24,30,35,7,33,1,1,1,6,2,2,2,8,1
1,2,3,39,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,18,24,27,9,26,1,1,1,10,2,2,2,4,1
1,4,9,147,73,1,1,1,1,1,1,1,3,3,3,3,3,2,2,41,23,92,94,26,57,2,2,1,8,6,3,2,4,1
1,3,6,58,41,1,1,1,1,1,1,1,3,3,3,3,3,3,3,21,17,37,38,15,35,1,1,1,7,2,2,2,6,1
1,2,4,95,56,1,1,1,1,1,1,1,2,2,2,2,2,2,2,35,25,59,65,14,48,1,1,1,12,2,2,2,8,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,37,26,1,1,1,1,1,1,1,2,2,2,2,2,2,2,25,19,32,32,9,29,2,2,1,8,3,2,2,4,1
1,3,6,53,33,1,1,1,1,1,1,1,3,3,3,3,3,3,3,27,20,34,41,11,34,2,2,1,7,3,2,2,5,1
1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,4,5,1,1,1,2,2,2,2,2,1
1,2,5,69,44,1,1,1,1,1,1,1,4,4,4,4,4,3,3,26,21,45,47,12,35,2,3,1,8,2,2,2,3,1
1,2,4,41,31,1,1,1,1,1,1,1,2,2,2,2,2,2,2,17,16,25,32,13,28,1,1,1,7,2,2,2,5,1
1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,1,1,1,2,2,2,2,2,1
1,2,3,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,11,10,6,11,1,1,1,3,2,2,2,3,1
1,1,1,6,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,6,6,6,5,6,2,2,1,2,2,2,2,2,1
1,2,4,122,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,21,54,59,9,49,1,1,2,11,4,2,2,2,3
1,1,2,36,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,11,22,23,4,22,2,2,2,3,2,2,2,2,2
1,1,2,28,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,13,20,19,5,18,1,1,1,1,1,1,1,1,1
1,2,2,49,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,13,31,32,3,24,1,1,1,1,1,1,1,1,1
1,2,3,62,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,23,38,37,7,36,2,2,1,5,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,20,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,17,19,4,15,1,1,1,4,2,2,2,4,1
1,3,6,138,74,1,1,1,1,1,1,1,1,2,1,1,1,1,1,49,24,84,92,9,65,2,3,2,11,4,3,2,7,2
1,3,6,148,79,1,1,1,1,1,1,1,1,2,1,1,1,1,1,34,23,70,75,7,62,2,3,1,7,3,2,2,4,1
1,1,3,90,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,23,51,52,9,45,2,3,1,9,2,2,2,6,1
1,4,8,190,85,1,1,1,1,1,1,1,2,2,2,2,2,1,1,46,31,108,105,8,60,1,1,1,21,3,2,2,4,1
1,2,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,4,5,2,2,1,1,1,1,1,1,1
1,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,5,2,2,1,1,1,1,1,1,1
1,1,1,20,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,16,16,5,16,1,1,1,4,4,2,2,2,1
